pos	tag	func	message	source_line	has_trace	model	class_key	class_id	verdict
node.go:432:44	nil-deref	(*go.etcd.io/bbolt.node).rebalance	call to (*go.etcd.io/bbolt/internal/common.Inode).Pgid violates its nil-deref requirement	  if child, ok := n.bucket.nodes[inode.Pgid()]; ok {	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I I, I := I.I.I[I.I()]; I {	C177	FP/encoding
node.go:433:28	nil-deref	(*go.etcd.io/bbolt.node).rebalance	call to (*go.etcd.io/bbolt.node).removeChild violates its nil-deref requirement	   child.parent.removeChild(child)	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I.I.I(I)	C007b	FP/invariant
node.go:442:22	nil-deref	(*go.etcd.io/bbolt.node).rebalance	call to (*go.etcd.io/bbolt.node).removeChild violates its nil-deref requirement	 n.parent.removeChild(rightNode)	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I.I.I(I)	C007a	FP/encoding
node.go:447:20	nil-deref	(*go.etcd.io/bbolt.node).rebalance	call to (*go.etcd.io/bbolt.node).rebalance violates its nil-deref requirement	 n.parent.rebalance()	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I.I.I()	C013	FP/invariant
node.go:29:22	nil-deref	(*go.etcd.io/bbolt.node).root	call to (*go.etcd.io/bbolt.node).root violates its nil-deref requirement	 return n.parent.root()	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I I.I.I()	C014a	FP/encoding
node.go:45:36	nil-deref	(*go.etcd.io/bbolt.node).size	call to (*go.etcd.io/bbolt/internal/common.Inode).Key violates its nil-deref requirement	  sz += elsz + uintptr(len(item.Key())) + uintptr(len(item.Value()))	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I += I + I(I(I.I())) + I(I(I.I()))	C058	FP/encoding
node.go:45:65	nil-deref	(*go.etcd.io/bbolt.node).size	call to (*go.etcd.io/bbolt/internal/common.Inode).Value violates its nil-deref requirement	  sz += elsz + uintptr(len(item.Key())) + uintptr(len(item.Value()))	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I += I + I(I(I.I())) + I(I(I.I()))	C058	FP/encoding
node.go:57:36	nil-deref	(*go.etcd.io/bbolt.node).sizeLessThan	call to (*go.etcd.io/bbolt/internal/common.Inode).Key violates its nil-deref requirement	  sz += elsz + uintptr(len(item.Key())) + uintptr(len(item.Value()))	1	p0 = (ptr-addr #x0000000000000000), p1 = #x0000000000000001	nil-deref|I += I + I(I(I.I())) + I(I(I.I()))	C058	FP/encoding
node.go:57:65	nil-deref	(*go.etcd.io/bbolt.node).sizeLessThan	call to (*go.etcd.io/bbolt/internal/common.Inode).Value violates its nil-deref requirement	  sz += elsz + uintptr(len(item.Key())) + uintptr(len(item.Value()))	1	p0 = (ptr-addr #x0000000000000000), p1 = #x0000000000000001	nil-deref|I += I + I(I(I.I())) + I(I(I.I()))	C058	FP/encoding
node.go:306:32	nil-deref	(*go.etcd.io/bbolt.node).spill	call to (*go.etcd.io/bbolt.node).spill violates its nil-deref requirement	  if err := n.children[i].spill(); err != nil {	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I I := I.I[I].I(); I != I {	C349	FP/invariant
node.go:319:36	nil-deref	(*go.etcd.io/bbolt.node).spill	call to (*go.etcd.io/bbolt/internal/common.Meta).Txid violates its nil-deref requirement	   tx.db.freelist.Free(tx.meta.Txid(), tx.page(node.pgid))	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I.I.I.I(I.I.I(), I.I(I.I))	C284	FP/invariant
node.go:324:24	nil-deref	(*go.etcd.io/bbolt.node).spill	call to (*go.etcd.io/bbolt.Tx).allocate violates its nil-deref requirement	  p, err := tx.allocate((node.size() + tx.db.pageSize - 1) / tx.db.pageSize)	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I, I := I.I((I.I() + I.I.I - N) / I.I.I)	C150a	FP/requires-lifting
node.go:324:24	overflow	(*go.etcd.io/bbolt.node).spill	call to (*go.etcd.io/bbolt.Tx).allocate violates its overflow requirement	  p, err := tx.allocate((node.size() + tx.db.pageSize - 1) / tx.db.pageSize)	1	p0 = (ptr-addr #x0000000000000000)	overflow|I, I := I.I((I.I() + I.I.I - N) / I.I.I)	C224	FP/requires-lifting
node.go:324:35	nil-deref	(*go.etcd.io/bbolt.node).spill	call to (*go.etcd.io/bbolt.node).size violates its nil-deref requirement	  p, err := tx.allocate((node.size() + tx.db.pageSize - 1) / tx.db.pageSize)	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I, I := I.I((I.I() + I.I.I - N) / I.I.I)	C150b	FP/invariant
node.go:330:10	nil-deref	(*go.etcd.io/bbolt.node).spill	call to (*go.etcd.io/bbolt/internal/common.Page).Id violates its nil-deref requirement	  if p.Id() >= tx.meta.Pgid() {	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I I.I() >= I.I.I() {	C165	FP/invariant
node.go:330:28	nil-deref	(*go.etcd.io/bbolt.node).spill	call to (*go.etcd.io/bbolt/internal/common.Meta).Pgid violates its nil-deref requirement	  if p.Id() >= tx.meta.Pgid() {	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I I.I() >= I.I.I() {	C165	FP/invariant
node.go:331:66	nil-deref	(*go.etcd.io/bbolt.node).spill	call to (*go.etcd.io/bbolt/internal/common.Page).Id violates its nil-deref requirement	   panic(fmt.Sprintf("pgid (%d) above high water mark (%d)", p.Id(), tx.meta.Pgid()))	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I(I.I(S, I.I(), I.I.I()))	C104a	FP/requires-lifting
node.go:331:82	nil-deref	(*go.etcd.io/bbolt.node).spill	call to (*go.etcd.io/bbolt/internal/common.Meta).Pgid violates its nil-deref requirement	   panic(fmt.Sprintf("pgid (%d) above high water mark (%d)", p.Id(), tx.meta.Pgid()))	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I(I.I(S, I.I(), I.I.I()))	C104b	FP/invariant
node.go:333:19	nil-deref	(*go.etcd.io/bbolt.node).spill	call to (*go.etcd.io/bbolt/internal/common.Page).Id violates its nil-deref requirement	  node.pgid = p.Id()	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I.I = I.I()	C024b	FP/invariant
node.go:334:13	nil-deref	(*go.etcd.io/bbolt.node).spill	call to (*go.etcd.io/bbolt.node).write violates its nil-deref requirement	  node.write(p)	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I.I(I)	C002a	FP/invariant
node.go:334:13	nil-deref	(*go.etcd.io/bbolt.node).spill	call to (*go.etcd.io/bbolt.node).write violates its nil-deref requirement	  node.write(p)	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I.I(I)	C002a	FP/invariant
node.go:341:29	nil-deref	(*go.etcd.io/bbolt.node).spill	call to (*go.etcd.io/bbolt/internal/common.Inode).Key violates its nil-deref requirement	    key = node.inodes[0].Key()	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I = I.I[N].I()	C364	FP/encoding
node.go:344:43	nil-deref	(*go.etcd.io/bbolt.node).spill	call to (*go.etcd.io/bbolt/internal/common.Inode).Key violates its nil-deref requirement	   node.parent.put(key, node.inodes[0].Key(), nil, node.pgid, 0)	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I.I.I(I, I.I[N].I(), I, I.I, N)	C281	FP/invariant
node.go:345:33	nil-deref	(*go.etcd.io/bbolt.node).spill	call to (*go.etcd.io/bbolt/internal/common.Inode).Key violates its nil-deref requirement	   node.key = node.inodes[0].Key()	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I.I = I.I[N].I()	C047b	FP/invariant
node.go:350:20	nil-deref	(*go.etcd.io/bbolt.node).spill	call to (*go.etcd.io/bbolt.TxStats).IncSpill violates its nil-deref requirement	  tx.stats.IncSpill(1)	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I.I.I(N)	C129	FP/encoding
node.go:357:24	nil-deref	(*go.etcd.io/bbolt.node).spill	call to (*go.etcd.io/bbolt.node).spill violates its nil-deref requirement	  return n.parent.spill()	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I I.I.I()	C014a	FP/encoding
node.go:212:24	nil-deref	(*go.etcd.io/bbolt.node).split	call to (*go.etcd.io/bbolt.node).splitTwo violates its nil-deref requirement	  a, b := node.splitTwo(pageSize)	1	p0 = ptr-nil	nil-deref|I, I := I.I(I)	C031a	FP/requires-lifting
node.go:278:56	nil-deref	(*go.etcd.io/bbolt.node).splitIndex	call to (*go.etcd.io/bbolt/internal/common.Inode).Key violates its nil-deref requirement	  elsize := n.pageElementSize() + uintptr(len(inode.Key())) + uintptr(len(inode.Value()))	1	p0 = (ptr-addr #x0000000000000000), p1 = #x0000000000000000	nil-deref|I := I.I() + I(I(I.I())) + I(I(I.I()))	C212	FP/encoding
node.go:278:86	nil-deref	(*go.etcd.io/bbolt.node).splitIndex	call to (*go.etcd.io/bbolt/internal/common.Inode).Value violates its nil-deref requirement	  elsize := n.pageElementSize() + uintptr(len(inode.Key())) + uintptr(len(inode.Value()))	1	p0 = (ptr-addr #x0000000000000000), p1 = #x0000000000000000	nil-deref|I := I.I() + I(I(I.I())) + I(I(I.I()))	C212	FP/encoding
node.go:246:31	overflow	(*go.etcd.io/bbolt.node).splitTwo	call to (*go.etcd.io/bbolt.node).splitIndex violates its overflow requirement	 splitIndex, _ := n.splitIndex(threshold)	1	p0 = (ptr-addr #x0000000000000000)	overflow|I, I := I.I(I)	C223	FP/requires-lifting
node.go:263:28	nil-deref	(*go.etcd.io/bbolt.node).splitTwo	call to (*go.etcd.io/bbolt.TxStats).IncSplit violates its nil-deref requirement	 n.bucket.tx.stats.IncSplit(1)	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I.I.I.I.I(N)	C080	FP/invariant
cmd/bbolt/main.go:113:45	bounds	(*go.etcd.io/bbolt/cmd/bbolt.Main).Run	index/slice out of bounds in (*go.etcd.io/bbolt/cmd/bbolt.Main).Run	 if len(args) == 0 || strings.HasPrefix(args[0], "-") {	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x8000000000000002 #xc000000000000000)	bounds|I I(I) == N || I.I(I[N], S) {	C400	FP/encoding
cmd/bbolt/main.go:119:13	bounds	(*go.etcd.io/bbolt/cmd/bbolt.Main).Run	index/slice out of bounds in (*go.etcd.io/bbolt/cmd/bbolt.Main).Run	 switch args[0] {	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x8000000000000002 #xc000000000000000)	bounds|I I[N] {	C399	FP/encoding
cmd/bbolt/main.go:124:32	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.Main).Run	call to (*go.etcd.io/bbolt/cmd/bbolt.benchCommand).Run violates its nil-deref requirement	  return newBenchCommand(m).Run(args[1:]...)	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x0000000000000002)	nil-deref|I I(I).I(I[N:]...)	C153	FP/encoding
cmd/bbolt/main.go:124:37	bounds	(*go.etcd.io/bbolt/cmd/bbolt.Main).Run	index/slice out of bounds in (*go.etcd.io/bbolt/cmd/bbolt.Main).Run	  return newBenchCommand(m).Run(args[1:]...)	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x8000000000000000 #x8000000000000000)	bounds|I I(I).I(I[N:]...)	C062	FP/encoding
cmd/bbolt/main.go:126:39	bounds	(*go.etcd.io/bbolt/cmd/bbolt.Main).Run	index/slice out of bounds in (*go.etcd.io/bbolt/cmd/bbolt.Main).Run	  return newBucketsCommand(m).Run(args[1:]...)	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x8000000000000000 #x8000000000000000)	bounds|I I(I).I(I[N:]...)	C062	FP/encoding
cmd/bbolt/main.go:132:35	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.Main).Run	call to (*go.etcd.io/bbolt/cmd/bbolt.pageItemCommand).Run violates its nil-deref requirement	  return newPageItemCommand(m).Run(args[1:]...)	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x0000000000000002)	nil-deref|I I(I).I(I[N:]...)	C153	FP/encoding
cmd/bbolt/main.go:132:40	bounds	(*go.etcd.io/bbolt/cmd/bbolt.Main).Run	index/slice out of bounds in (*go.etcd.io/bbolt/cmd/bbolt.Main).Run	  return newPageItemCommand(m).Run(args[1:]...)	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x8000000000000000 #x8000000000000000)	bounds|I I(I).I(I[N:]...)	C062	FP/encoding
cmd/bbolt/main.go:134:35	bounds	(*go.etcd.io/bbolt/cmd/bbolt.Main).Run	index/slice out of bounds in (*go.etcd.io/bbolt/cmd/bbolt.Main).Run	  return newGetCommand(m).Run(args[1:]...)	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x8000000000000000 #x8000000000000000)	bounds|I I(I).I(I[N:]...)	C062	FP/encoding
cmd/bbolt/main.go:1625:52	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.PageError).Error	nil dereference in (*go.etcd.io/bbolt/cmd/bbolt.PageError).Error	 return fmt.Sprintf("page error: id=%d, err=%s", e.ID, e.Err)	1	p0 = ptr-nil	nil-deref|I I.I(S, I.I, I.I)	C051a	FP/invariant
cmd/bbolt/main.go:1625:58	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.PageError).Error	nil dereference in (*go.etcd.io/bbolt/cmd/bbolt.PageError).Error	 return fmt.Sprintf("page error: id=%d, err=%s", e.ID, e.Err)	1	p0 = ptr-nil	nil-deref|I I.I(S, I.I, I.I)	C051a	FP/invariant
cmd/bbolt/main.go:1083:14	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).StringVar violates its nil-deref requirement	 fs.StringVar(&options.ProfileMode, "profile-mode", "rw", "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #xfa00000000000002 #xfb00000000000000)	nil-deref|I.I(&I.I, S, S, S)	C003	FP/encoding
cmd/bbolt/main.go:1083:14	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).StringVar violates its nil-deref requirement	 fs.StringVar(&options.ProfileMode, "profile-mode", "rw", "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(&I.I, S, S, S)	C003	FP/encoding
cmd/bbolt/main.go:1084:14	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).StringVar violates its nil-deref requirement	 fs.StringVar(&options.WriteMode, "write-mode", "seq", "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(&I.I, S, S, S)	C003	FP/encoding
cmd/bbolt/main.go:1084:14	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).StringVar violates its nil-deref requirement	 fs.StringVar(&options.WriteMode, "write-mode", "seq", "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(&I.I, S, S, S)	C003	FP/encoding
cmd/bbolt/main.go:1085:14	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).StringVar violates its nil-deref requirement	 fs.StringVar(&options.ReadMode, "read-mode", "seq", "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #xb800000000000002 #xba00000000000000)	nil-deref|I.I(&I.I, S, S, S)	C003	FP/encoding
cmd/bbolt/main.go:1085:14	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).StringVar violates its nil-deref requirement	 fs.StringVar(&options.ReadMode, "read-mode", "seq", "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(&I.I, S, S, S)	C003	FP/encoding
cmd/bbolt/main.go:1086:13	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).Int64Var violates its nil-deref requirement	 fs.Int64Var(&options.Iterations, "count", 1000, "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(&I.I, S, N, S)	C011	FP/encoding
cmd/bbolt/main.go:1086:13	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).Int64Var violates its nil-deref requirement	 fs.Int64Var(&options.Iterations, "count", 1000, "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(&I.I, S, N, S)	C011	FP/encoding
cmd/bbolt/main.go:1087:13	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).Int64Var violates its nil-deref requirement	 fs.Int64Var(&options.BatchSize, "batch-size", 0, "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #xa000000000000002 #xb000000000000000)	nil-deref|I.I(&I.I, S, N, S)	C011	FP/encoding
cmd/bbolt/main.go:1087:13	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).Int64Var violates its nil-deref requirement	 fs.Int64Var(&options.BatchSize, "batch-size", 0, "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(&I.I, S, N, S)	C011	FP/encoding
cmd/bbolt/main.go:1088:11	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).IntVar violates its nil-deref requirement	 fs.IntVar(&options.KeySize, "key-size", 8, "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #xe000000000000002 #xf000000000000000)	nil-deref|I.I(&I.I, S, N, S)	C011	FP/encoding
cmd/bbolt/main.go:1088:11	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).IntVar violates its nil-deref requirement	 fs.IntVar(&options.KeySize, "key-size", 8, "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(&I.I, S, N, S)	C011	FP/encoding
cmd/bbolt/main.go:1089:11	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).IntVar violates its nil-deref requirement	 fs.IntVar(&options.ValueSize, "value-size", 32, "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #xc000000000000002 #xd000000000000000)	nil-deref|I.I(&I.I, S, N, S)	C011	FP/encoding
cmd/bbolt/main.go:1089:11	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).IntVar violates its nil-deref requirement	 fs.IntVar(&options.ValueSize, "value-size", 32, "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(&I.I, S, N, S)	C011	FP/encoding
cmd/bbolt/main.go:1090:14	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).StringVar violates its nil-deref requirement	 fs.StringVar(&options.CPUProfile, "cpuprofile", "", "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0800000000000002 #x0a00000000000000)	nil-deref|I.I(&I.I, S, S, S)	C003	FP/encoding
cmd/bbolt/main.go:1090:14	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).StringVar violates its nil-deref requirement	 fs.StringVar(&options.CPUProfile, "cpuprofile", "", "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(&I.I, S, S, S)	C003	FP/encoding
cmd/bbolt/main.go:1091:14	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).StringVar violates its nil-deref requirement	 fs.StringVar(&options.MemProfile, "memprofile", "", "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(&I.I, S, S, S)	C003	FP/encoding
cmd/bbolt/main.go:1091:14	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).StringVar violates its nil-deref requirement	 fs.StringVar(&options.MemProfile, "memprofile", "", "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(&I.I, S, S, S)	C003	FP/encoding
cmd/bbolt/main.go:1092:14	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).StringVar violates its nil-deref requirement	 fs.StringVar(&options.BlockProfile, "blockprofile", "", "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x2000000000000000)	nil-deref|I.I(&I.I, S, S, S)	C003	FP/encoding
cmd/bbolt/main.go:1092:14	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).StringVar violates its nil-deref requirement	 fs.StringVar(&options.BlockProfile, "blockprofile", "", "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(&I.I, S, S, S)	C003	FP/encoding
cmd/bbolt/main.go:1093:15	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).Float64Var violates its nil-deref requirement	 fs.Float64Var(&options.FillPercent, "fill-percent", bolt.DefaultFillPercent, "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(&I.I, S, I.I, S)	C073b	FP/encoding
cmd/bbolt/main.go:1093:15	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).Float64Var violates its nil-deref requirement	 fs.Float64Var(&options.FillPercent, "fill-percent", bolt.DefaultFillPercent, "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(&I.I, S, I.I, S)	C073b	FP/encoding
cmd/bbolt/main.go:1094:12	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).BoolVar violates its nil-deref requirement	 fs.BoolVar(&options.NoSync, "no-sync", false, "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x2000000000000000)	nil-deref|I.I(&I.I, S, I, S)	C005	FP/invariant
cmd/bbolt/main.go:1094:12	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).BoolVar violates its nil-deref requirement	 fs.BoolVar(&options.NoSync, "no-sync", false, "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(&I.I, S, I, S)	C005	FP/invariant
cmd/bbolt/main.go:1095:12	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).BoolVar violates its nil-deref requirement	 fs.BoolVar(&options.Work, "work", false, "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x4000000000000000)	nil-deref|I.I(&I.I, S, I, S)	C005	FP/invariant
cmd/bbolt/main.go:1095:12	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).BoolVar violates its nil-deref requirement	 fs.BoolVar(&options.Work, "work", false, "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(&I.I, S, I, S)	C005	FP/invariant
cmd/bbolt/main.go:1096:14	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).StringVar violates its nil-deref requirement	 fs.StringVar(&options.Path, "path", "", "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(&I.I, S, S, S)	C003	FP/encoding
cmd/bbolt/main.go:1096:14	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).StringVar violates its nil-deref requirement	 fs.StringVar(&options.Path, "path", "", "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(&I.I, S, S, S)	C003	FP/encoding
cmd/bbolt/main.go:1097:12	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).BoolVar violates its nil-deref requirement	 fs.BoolVar(&options.GoBenchOutput, "gobench-output", false, "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x4000000000000000)	nil-deref|I.I(&I.I, S, I, S)	C005	FP/invariant
cmd/bbolt/main.go:1097:12	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).BoolVar violates its nil-deref requirement	 fs.BoolVar(&options.GoBenchOutput, "gobench-output", false, "")	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(&I.I, S, I, S)	C005	FP/invariant
cmd/bbolt/main.go:1098:14	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).SetOutput violates its nil-deref requirement	 fs.SetOutput(cmd.Stderr)	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(I.I)	C023	FP/invariant
cmd/bbolt/main.go:1099:20	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*flag.FlagSet).Parse violates its nil-deref requirement	 if err := fs.Parse(args); err != nil {	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I I := I.I(I); I != I {	C006	FP/invariant
cmd/bbolt/main.go:1118:19	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*os.File).Name violates its nil-deref requirement	  os.Remove(f.Name())	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I(I.I())	C001	FP/encoding
cmd/bbolt/main.go:1119:24	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).ParseFlags	call to (*os.File).Name violates its nil-deref requirement	  options.Path = f.Name()	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I.I = I.I()	C024b	FP/invariant
cmd/bbolt/main.go:1035:28	nil-deref	(*go.etcd.io/bbolt/cmd/bbolt.benchCommand).Run	call to (*go.etcd.io/bbolt/cmd/bbolt.benchCommand).runWrites violates its nil-deref requirement	 keys, err := cmd.runWrites(db, options, &writeResults, r)	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #xe000000000000002 #xe200000000000000)	nil-deref|I, I := I.I(I, I, &I, I)	C083	TP
